dataset,subject,session,task,stage,n_trials,mu_ERD_CV_contra,beta_ERD_CV_contra,mu_onset_latency_mean,mu_onset_latency_SD,beta_onset_latency_mean,beta_onset_latency_SD
BNCI2014_004,6,0train,T1,early,20,4.46334748072143,5.449475181467294,0.6836805555555556,0.2060303848538479,0.6496875,0.128170342586536
BNCI2014_004,6,0train,T1,mid,20,6.860115800096351,24.437869209436386,0.906907894736842,0.4913139218525099,0.6925000000000001,0.2373815494093844
BNCI2014_004,6,0train,T1,late,20,1.5846483215317146,8.851105590286636,0.6884374999999999,0.2580370234457644,0.6328124999999999,0.2569797155783895
BNCI2014_004,6,0train,T2,early,20,17.131592195551477,3.93841118773642,0.8822368421052633,0.5822316383948253,0.6278124999999999,0.1512509684886348
BNCI2014_004,6,0train,T2,mid,20,6.23297466323353,5.311352656144487,0.7884868421052631,0.56837307911592,0.6690625000000001,0.2244391882420492
BNCI2014_004,6,0train,T2,late,20,1.836460233877168,6.498257946995064,0.6853125,0.4097220618526052,0.7321875,0.4659469314940812
BNCI2014_004,6,1train,T1,early,20,0.8955591383617717,3.177117786550307,0.637171052631579,0.1334707747586768,0.769375,0.4424492379075818
BNCI2014_004,6,1train,T1,mid,20,3.8711554633294702,2.4644809948219573,0.7837500000000001,0.2781523862921186,0.6875,0.3085816848907271
BNCI2014_004,6,1train,T1,late,20,17.03048473232963,2.584964632272889,0.7521875,0.3037221887988264,0.6468750000000001,0.1317030869987488
BNCI2014_004,6,1train,T2,early,20,10.857390374758038,1.916005659762863,0.8890625,0.5735439274534688,0.6411184210526315,0.1973333302138703
BNCI2014_004,6,1train,T2,mid,20,10.215378997809683,2.4418847005722344,0.7978125,0.5336975786611271,0.8081250000000001,0.4931923274697205
BNCI2014_004,6,1train,T2,late,20,12.061135337289084,85.49438246616899,0.7368750000000001,0.4385340458561912,0.6437500000000002,0.215239691971532
BNCI2014_004,6,2train,T1,early,26,2.2160115921932344,12.60928798496174,0.7646634615384615,0.4316885392443733,0.7524038461538461,0.4730573792085571
BNCI2014_004,6,2train,T1,mid,27,4.708577894995545,3.005823071980911,0.7895833333333333,0.4063265597375443,0.7509615384615385,0.3687202249537457
BNCI2014_004,6,2train,T1,late,27,7.205860104885054,12.09784655095313,0.8349537037037037,0.4766942835678676,0.6420673076923076,0.1702793739159649
BNCI2014_004,6,2train,T2,early,26,485.0354020834949,11.12349927847919,0.7305000000000001,0.254946808177706,0.7911057692307693,0.4600153277811937
BNCI2014_004,6,2train,T2,mid,27,5.769128190017432,5.447706458006226,0.7768518518518519,0.3806929552805966,0.742824074074074,0.2921558581287691
BNCI2014_004,6,2train,T2,late,27,32.933951583616086,14.604878791300532,0.8328703703703703,0.4810307719538631,0.7472222222222221,0.3753367829260595
BNCI2014_004,6,3test,T1,early,26,8.52316940686997,7.04827604912052,0.7377604166666667,0.4399650760238359,0.7177884615384614,0.307872918746734
BNCI2014_004,6,3test,T1,mid,27,2.4992166241643554,4.130278753608772,0.8774038461538461,0.45143027550116,0.6712962962962964,0.3787706236717058
BNCI2014_004,6,3test,T1,late,27,1.3983605191080362,4.115165441188955,0.7613425925925925,0.2606972767988103,0.7205000000000001,0.2584601033041657
BNCI2014_004,6,3test,T2,early,26,11.684364412268271,5.131982896313883,0.81375,0.4627094120503709,0.7516826923076925,0.3352379576631144
BNCI2014_004,6,3test,T2,mid,27,8.751665195672715,2.6578796708295656,0.7824519230769229,0.2901167455594283,0.6446759259259259,0.2595664103170582
BNCI2014_004,6,3test,T2,late,27,3.2271350802044663,93.45935020225002,0.7710648148148147,0.2808827239175383,0.8368055555555556,0.6311373050608768
BNCI2014_004,6,4test,T1,early,26,5.491460167005962,10.18275585345828,0.8233173076923077,0.4241420840813905,0.7336538461538461,0.2523630919479209
BNCI2014_004,6,4test,T1,mid,27,2.6932878344044604,4.039271896622219,0.8495370370370371,0.4214788981565042,0.6539351851851852,0.24105615021878
BNCI2014_004,6,4test,T1,late,27,12.280758380148873,10.93155719551049,0.8115384615384614,0.3523133213566093,0.7449519230769232,0.3567473722292227
BNCI2014_004,6,4test,T2,early,26,7.623665091068464,137.94615905057654,0.736,0.2665361138757748,0.6028846153846155,0.0909060755450696
BNCI2014_004,6,4test,T2,mid,27,3.7223991027172674,2.397784091544377,0.738,0.305935654999544,0.6872685185185184,0.2934591816994847
BNCI2014_004,6,4test,T2,late,27,7.159767973538945,2.9282915748396485,0.6916666666666667,0.2594454110141405,0.6703703703703703,0.1757885062707453
BNCI2014_004,7,0train,T1,early,20,21.591661440111984,4.872858097122788,0.7468750000000001,0.2981616853738924,0.6665624999999998,0.1927319523814097
BNCI2014_004,7,0train,T1,mid,20,3.912245660435437,3.4188845522941795,0.6743750000000001,0.1961733528667948,0.7171052631578947,0.29038060681527
BNCI2014_004,7,0train,T1,late,20,5.393637640533801,3.404600584212756,0.6762499999999999,0.2588330180830877,0.62375,0.1727036840950418
BNCI2014_004,7,0train,T2,early,20,5.635607787728389,5.268022946560987,0.693421052631579,0.1973037174642377,0.6240625000000001,0.1624552221959946
BNCI2014_004,7,0train,T2,mid,20,17.358723723617352,1.867530804479123,1.00875,0.5538586236576984,0.5650000000000001,0.076019117661283
BNCI2014_004,7,0train,T2,late,20,2.6447836523523485,1.4500665063873317,0.9134375,0.5351521213344389,0.6181249999999999,0.1460401806866863
BNCI2014_004,7,1train,T1,early,20,3.3967910948452285,47.29749139164513,0.73875,0.273601557926851,0.6315625,0.1960695328671693
BNCI2014_004,7,1train,T1,mid,20,5.195073324182911,360.5520590790387,0.8128125,0.4269508305633682,0.5828125,0.0804983258754491
BNCI2014_004,7,1train,T1,late,20,21.835581820577502,5.782251954927816,0.7390625,0.2822127618814394,0.6249999999999999,0.1191768643655302
BNCI2014_004,7,1train,T2,early,20,24.802459153997894,8.29904522504598,0.6953125,0.2725019710364496,0.6450657894736843,0.1572609263651299
BNCI2014_004,7,1train,T2,mid,20,9.136304433003136,28.28135557281196,0.6184027777777777,0.0967006096617318,0.736875,0.2481564841486113
BNCI2014_004,7,1train,T2,late,20,8.306445979254898,4.039566842479198,0.6915625000000001,0.1821451494516117,0.6726973684210527,0.1577390954390093
BNCI2014_004,7,2train,T1,early,26,6.521305013210177,7.812603409501005,0.7687500000000002,0.3476569927606585,0.5892499999999999,0.1202279085736752
BNCI2014_004,7,2train,T1,mid,27,40.00576975176498,3.635895242678079,0.7055288461538461,0.2909767150256703,0.7005,0.2042969652246454
BNCI2014_004,7,2train,T1,late,27,2.4288854747462425,82.50331736076562,0.9620370370370372,0.6001951021670328,0.7770833333333333,0.41844066794779
BNCI2014_004,7,2train,T2,early,26,29.06960879956111,9.739773491304907,0.8326923076923076,0.4043272089087072,0.7754807692307691,0.2157272129319996
BNCI2014_004,7,2train,T2,mid,27,12.109853461882858,4.511966774262612,0.7784722222222222,0.4024208188353316,0.8245370370370368,0.3200880861380459
BNCI2014_004,7,2train,T2,late,27,3.184585115074223,4.542486356533097,0.7730769230769231,0.3615902428139134,0.6050925925925925,0.1595171119949342
BNCI2014_004,7,3test,T1,early,26,5.770020412619821,4.873706967061858,0.6913461538461539,0.3077234809929816,0.7175480769230769,0.4687628819728931
BNCI2014_004,7,3test,T1,mid,27,3.111480755317781,1.405692654170707,0.7170000000000001,0.2495152800932239,0.7150462962962963,0.3588427389297139
BNCI2014_004,7,3test,T1,late,27,1.4650435092673892,2.3085306258197424,0.8487980769230768,0.4917407365833469,0.7157499999999999,0.2043826068920738
BNCI2014_004,7,3test,T2,early,26,3.631073253274169,1.947208143326447,0.8392500000000002,0.417505688584,0.7096153846153845,0.2469296480973224
BNCI2014_004,7,3test,T2,mid,27,10.178788193742625,16.491966961207456,0.6657407407407406,0.2168827072649232,0.6506944444444445,0.1994736515290202
BNCI2014_004,7,3test,T2,late,27,5.618553746032446,2.7509443004024643,0.7768518518518519,0.3887368805649721,0.6268518518518519,0.2021428521658775
BNCI2014_004,7,4test,T1,early,26,2.2580394621118653,2.468940925554474,0.9275,0.5185104868756273,0.8184999999999999,0.3828735104443764
BNCI2014_004,7,4test,T1,mid,27,2.0272213835747626,5.370795828711367,0.7844907407407407,0.2873659629697389,0.6592592592592593,0.2566216273747953
BNCI2014_004,7,4test,T1,late,27,24.350890259005617,5.627950186065672,0.7012019230769229,0.2901529936220549,0.6645833333333334,0.2205842410676868
BNCI2014_004,7,4test,T2,early,26,6.31320229412797,8.040066005227775,0.7588942307692308,0.3076751234684587,0.6598557692307693,0.2456360285552758
BNCI2014_004,7,4test,T2,mid,27,2.832867081903082,8.280345648675414,0.6379629629629628,0.189746769646339,0.7983796296296297,0.4885126963472448
BNCI2014_004,7,4test,T2,late,27,2.4371400867993,16.209798510308627,0.7606481481481482,0.3986080193023294,0.6403846153846154,0.1800459907961716
BNCI2014_004,8,0train,T1,early,26,2.1678132873526663,2.6999880487705714,0.758,0.2902182368494441,0.6920000000000001,0.2277712668446132
BNCI2014_004,8,0train,T1,mid,27,8.637764643832988,10.12312320750555,0.7493055555555556,0.3072679290894407,0.7895833333333333,0.3449746702993542
BNCI2014_004,8,0train,T1,late,27,6.831773268823368,19.829787667097097,0.9770833333333332,0.6069523899810461,0.7762019230769232,0.399661888466308
BNCI2014_004,8,0train,T2,early,26,6.421731771717149,8.732707334941672,0.7375,0.4184341518364352,0.8692307692307693,0.6086637196914558
BNCI2014_004,8,0train,T2,mid,27,1.797921633254573,11.908372215565604,0.7060185185185185,0.3068587179879571,0.7766203703703703,0.5117982791750374
BNCI2014_004,8,0train,T2,late,27,4.610075200161305,5.882911228990282,0.960648148148148,0.579178693956889,0.7113425925925925,0.203293463169263
BNCI2014_004,8,1train,T1,early,20,2.089794143081888,7.259041331979133,0.691875,0.179909916694439,0.668125,0.1720044966708719
BNCI2014_004,8,1train,T1,mid,20,2.111112212349491,3.914271186112049,0.8887499999999999,0.3375786945291423,0.6696875,0.1648184962883414
BNCI2014_004,8,1train,T1,late,20,6.724086985726237,3.736059403870908,0.788235294117647,0.378676113649175,0.7321875,0.2675136897782055
BNCI2014_004,8,1train,T2,early,20,2.186526694692388,16.817869095983443,0.707986111111111,0.1282021372736945,0.584375,0.0783496769297742
BNCI2014_004,8,1train,T2,mid,20,2.7729480199662926,4.61008708932996,0.7654605263157895,0.2861479105834986,0.6411184210526315,0.175999446179247
BNCI2014_004,8,1train,T2,late,20,33.69181975760228,2.9922158326095825,0.7680921052631579,0.5153837942081705,0.7967105263157894,0.2910067061892069
BNCI2014_004,8,2train,T1,early,26,5.82750422550644,10.299718112898764,0.9605,0.6190711792677801,0.8360576923076923,0.4958824074881191
BNCI2014_004,8,2train,T1,mid,27,1.6630994734938944,2.53484162743611,0.8680555555555555,0.3529568115258142,0.7532407407407407,0.4238798226867289
BNCI2014_004,8,2train,T1,late,27,1.213543679926794,2.219123853283251,0.8611111111111112,0.521672472160336,0.7627314814814815,0.3918752454422169
BNCI2014_004,8,2train,T2,early,26,2.990475070557538,4.2310858212918925,0.7365,0.3722426963689147,0.6343749999999999,0.1589407734697231
BNCI2014_004,8,2train,T2,mid,27,14.52497064388428,41.98164490332273,0.91875,0.633770197675418,0.7367500000000001,0.3630354665869438
BNCI2014_004,8,2train,T2,late,27,1.1481806601180071,3.613105861477236,0.6807870370370369,0.2599853423904654,0.6935185185185185,0.2443367906183124
BNCI2014_004,8,3test,T1,early,26,5.8690564570321415,3.359607619380792,0.9370192307692308,0.6325931138631693,0.692548076923077,0.2056957824072918
BNCI2014_004,8,3test,T1,mid,27,5.19050178425515,2.0796172839870875,0.90325,0.5221353991064004,0.7849999999999998,0.226956769011193
BNCI2014_004,8,3test,T1,late,27,2.71447313541953,7.804629277190795,1.1042499999999995,0.6506432394177318,0.7671296296296296,0.3276140978118128
BNCI2014_004,8,3test,T2,early,26,1.7028019035429949,6.573727306747536,0.7418269230769231,0.4304681081796458,0.7213942307692308,0.3072597808817243
BNCI2014_004,8,3test,T2,mid,27,2.064943106123338,4.204186222199301,0.7553240740740741,0.3263580232319199,0.6858796296296296,0.2896437416638723
BNCI2014_004,8,3test,T2,late,27,3.0717200935962428,7.555376417277169,1.02421875,0.5747234176853572,0.7192129629629629,0.2345758455850934
BNCI2014_004,8,4test,T1,early,26,1.4690465107691508,3.629736433906448,0.6257211538461539,0.1267346813479283,0.6459999999999999,0.1542813987491687
BNCI2014_004,8,4test,T1,mid,27,2.6217308866073505,7.874755717914378,0.7377403846153846,0.2944829275511278,0.6911057692307694,0.200264046528828
BNCI2014_004,8,4test,T1,late,27,6.0992023787116425,31.70494777114549,0.710576923076923,0.2551263428452842,0.683894230769231,0.2402058229322555
BNCI2014_004,8,4test,T2,early,26,2.39808091221,8.52906970320049,0.7271634615384615,0.3281190123432269,0.6997596153846154,0.2949213591461651
BNCI2014_004,8,4test,T2,mid,27,5.264750531915577,2.995895416459338,0.70475,0.2594000289128742,0.6091346153846153,0.1363944934381028
BNCI2014_004,8,4test,T2,late,27,1.708457375838012,4.343299929335464,0.7895833333333333,0.301486479335678,0.686111111111111,0.2368676604778434
BNCI2014_004,9,0train,T1,early,20,3.091007976773552,25.59537358555237,0.6144736842105264,0.2023713511867809,0.7228125,0.2806053375628304
BNCI2014_004,9,0train,T1,mid,20,17.60899783445654,12.797834719127533,0.72875,0.3521052754503971,0.7671052631578947,0.5271917053433461
BNCI2014_004,9,0train,T1,late,20,1.9412586250646036,37.249013699397615,0.7805147058823528,0.4710842973661014,0.7584375,0.5452969195481945
BNCI2014_004,9,0train,T2,early,20,2.895156239245376,3.7143341275297335,0.725625,0.3373662929591515,0.6207236842105263,0.1534425765799024
BNCI2014_004,9,0train,T2,mid,20,4.970699663884381,28.153491011622258,0.9771875,0.5866658806073096,0.6793750000000001,0.2439430325403863
BNCI2014_004,9,0train,T2,late,20,6.285865174462572,4.538961518537048,1.02125,0.7267554179364608,0.7381249999999999,0.3329255969807669
BNCI2014_004,9,1train,T1,early,20,8.622135235698767,32.57712755816888,0.6835526315789474,0.3091478799920858,0.6475000000000001,0.1873061497922585
BNCI2014_004,9,1train,T1,mid,20,4.909305110740714,7.2380473733982,0.7024305555555554,0.1972812045018261,0.7215625,0.3575441133185527
BNCI2014_004,9,1train,T1,late,20,4.522320442282774,2.2742050310486177,0.6331249999999999,0.1999521427116999,0.755625,0.2667139443767423
BNCI2014_004,9,1train,T2,early,20,2.7535867732928594,33.165211109495665,0.8474999999999999,0.4370149096426802,0.6612500000000001,0.1845878009241131
BNCI2014_004,9,1train,T2,mid,20,15.708992661164316,4.485381501455445,1.0845588235294117,0.681123901062513,0.5911184210526316,0.1237157014782027
BNCI2014_004,9,1train,T2,late,20,3.642917984625901,9.744094828891589,0.9703125,0.5479075074487938,0.7084374999999998,0.2266715254917344
BNCI2014_004,9,2train,T1,early,26,7.1898202268849225,1.8561492335255456,0.7653846153846154,0.271105679709972,0.6370192307692307,0.0938288622941165
BNCI2014_004,9,2train,T1,mid,27,6.060488480009474,3.3915420855098333,0.7374999999999999,0.235855898394957,0.6432870370370372,0.2098895069071805
BNCI2014_004,9,2train,T1,late,27,9.356009877862355,1.8418345249981831,0.7656250000000001,0.2489113918839701,0.6849537037037038,0.1764265537700361
BNCI2014_004,9,2train,T2,early,26,5.520147513275755,1.540669573275718,0.7360576923076922,0.3590490063755781,0.6307692307692307,0.12404591510104
BNCI2014_004,9,2train,T2,mid,27,1.7072581696898412,1.2611789871681365,0.6322115384615384,0.1455437036582353,0.6451388888888888,0.1764435610809121
BNCI2014_004,9,2train,T2,late,27,2.6413099862248206,1.498180648232022,0.7004629629629631,0.2157159022420686,0.6069444444444445,0.1178429458073041
BNCI2014_004,9,3test,T1,early,26,4.36287615409102,2.371320779612374,0.96725,0.5667734335693585,0.6673076923076924,0.1893364210220627
BNCI2014_004,9,3test,T1,mid,27,2.5324305063251287,1.397655751687371,0.6992788461538461,0.2644236232511839,0.632175925925926,0.1999110313088236
BNCI2014_004,9,3test,T1,late,27,1.808587766077024,2.966646491346629,0.7092592592592593,0.2067605239549319,0.7125,0.2858902194769744
BNCI2014_004,9,3test,T2,early,26,9.219164410524376,2.49060708575074,0.68175,0.2216903809370176,0.68125,0.2497623870802006
BNCI2014_004,9,3test,T2,mid,27,1.7804519788421913,2.1630801474901027,0.68125,0.1936043359248157,0.6094907407407407,0.0995122708207171
BNCI2014_004,9,3test,T2,late,27,1.5145202284384505,1.0771777146833423,0.6355769230769232,0.2734152833324488,0.6354166666666666,0.1640241908536213
BNCI2014_004,9,4test,T1,early,26,1.949274162370096,1.9628639913361907,0.6487980769230769,0.1618516952222057,0.7192307692307693,0.3266872028046574
BNCI2014_004,9,4test,T1,mid,27,1.365291065357502,1.4173132362440788,0.8138888888888888,0.4739765208150617,0.5997685185185185,0.1552372873951526
BNCI2014_004,9,4test,T1,late,27,4.252974423660842,5.144997527930085,0.6817307692307691,0.2017495820589147,0.7182870370370371,0.3727592231495724
BNCI2014_004,9,4test,T2,early,26,2.041005009302817,1.8179764401737852,0.7250000000000001,0.3062270399556512,0.6872596153846152,0.3137881181316802
BNCI2014_004,9,4test,T2,mid,27,0.9563322313525716,1.936074586943403,0.7192129629629629,0.2836799652818858,0.6567129629629629,0.1451065812585845
BNCI2014_004,9,4test,T2,late,27,1.470990767683652,2.159423581119425,0.7011574074074075,0.2926077923267176,0.6956018518518519,0.3348481846386955
Liu2024,1,0,T1,early,6,0.9772274408065624,2.244735506379228,1.003125,0.861289534046672,0.6979166666666666,0.294141287857081
Liu2024,1,0,T1,mid,7,3.039826317802275,2.1360582409290965,1.0258928571428572,0.6908879878349992,0.6741071428571429,0.1296642544325575
Liu2024,1,0,T1,late,7,3.0997909135801884,7.253972316099161,0.9589285714285714,0.423867413448679,1.0125,0.7718903627736631
Liu2024,1,0,T2,early,6,3.4028713604386045,3.872813887804919,1.0760416666666666,0.844347139518983,0.828125,0.2904008992611191
Liu2024,1,0,T2,mid,7,1.816191587584524,1.0879308306472204,1.0267857142857144,0.3647821372450427,0.7303571428571428,0.3008438387371802
Liu2024,1,0,T2,late,7,3.60990338041342,5.606645537092224,0.675,0.1431470273130791,0.6821428571428572,0.1247062875851306
Liu2024,2,0,T1,early,6,4.334601577673413,4.928323671310491,0.8697916666666666,0.212482127516384,0.6437499999999999,0.2083229164062369
Liu2024,2,0,T1,mid,7,14.100753769430703,2.968880745015124,0.69375,0.1741689450750949,0.6276785714285714,0.1013776280516946
Liu2024,2,0,T1,late,7,2.268839534316412,1.1750717735892828,0.9589285714285714,0.2991404565669813,0.7767857142857143,0.3310851052807654
Liu2024,2,0,T2,early,6,1.7048499594470687,17.554139220094875,0.8427083333333334,0.2899671467262379,0.5708333333333334,0.0951743648375035
Liu2024,2,0,T2,mid,7,13.211304313033809,1.7647698722955527,0.7857142857142857,0.2527463942293111,0.6919642857142858,0.2358900859575518
Liu2024,2,0,T2,late,7,9.010887246905517,18.24320935712196,0.8160714285714287,0.1755367134109046,0.5910714285714286,0.0691027591817476
Liu2024,3,0,T1,early,6,11.69958850440325,9.759179976286015,0.8135416666666666,0.300659359320847,0.5343749999999999,0.0290361663849299
Liu2024,3,0,T1,mid,7,3.2236283507477954,2.196862596171492,0.8160714285714287,0.4225224151764385,0.6142857142857142,0.0551696132349121
Liu2024,3,0,T1,late,7,275.6431368840829,1.281544128253209,0.6687500000000001,0.1642080561796093,0.6982142857142858,0.4347710076369313
Liu2024,3,0,T2,early,6,14.984408244637514,1.960975688296507,0.7687499999999999,0.284838221627646,0.7541666666666665,0.350811311660398
Liu2024,3,0,T2,mid,7,5.4028766275743045,5.907304900509163,1.0553571428571429,0.5157283832659615,0.8250000000000001,0.2013071125703922
Liu2024,3,0,T2,late,7,3.203398553110951,1.1520787015227334,0.83125,0.4073542684200081,0.7946428571428571,0.4443523147141655
Liu2024,4,0,T1,early,6,5.462181125230934,3.1292223160691077,1.4270833333333333,0.7750056003381881,0.6395833333333333,0.1886308490735866
Liu2024,4,0,T1,mid,7,14.839279213449196,2.641978265288525,0.9714285714285716,0.3215624721098339,0.6946428571428571,0.356593327223615
Liu2024,4,0,T1,late,7,2.151660179695522,8.304324760626315,1.0767857142857145,0.4616753541754869,0.5785714285714285,0.0983035308810088
Liu2024,4,0,T2,early,6,0.9439236157559204,10.414458705363618,1.0762500000000002,0.5917585022625361,0.7197916666666666,0.3036757596745069
Liu2024,4,0,T2,mid,7,3.913892412080124,18.32513657271689,0.6901785714285714,0.2430015327070164,0.6901785714285715,0.1857314552502827
Liu2024,4,0,T2,late,7,41.02203206189808,2.256290909246838,0.5553571428571429,0.101903127768384,0.7401785714285715,0.2718335794157138
Liu2024,5,0,T1,early,6,5.462181125230934,3.1292223160691077,1.4270833333333333,0.7750056003381881,0.6395833333333333,0.1886308490735866
Liu2024,5,0,T1,mid,7,14.839279213449196,2.641978265288525,0.9714285714285716,0.3215624721098339,0.6946428571428571,0.356593327223615
Liu2024,5,0,T1,late,7,2.151660179695522,8.304324760626315,1.0767857142857145,0.4616753541754869,0.5785714285714285,0.0983035308810088
Liu2024,5,0,T2,early,6,0.9439236157559204,10.414458705363618,1.0762500000000002,0.5917585022625361,0.7197916666666666,0.3036757596745069
Liu2024,5,0,T2,mid,7,3.913892412080124,18.32513657271689,0.6901785714285714,0.2430015327070164,0.6901785714285715,0.1857314552502827
Liu2024,5,0,T2,late,7,41.02203206189808,2.256290909246838,0.5553571428571429,0.101903127768384,0.7401785714285715,0.2718335794157138
Liu2024,6,0,T1,early,6,1.806483091159271,0.3601402021727022,1.0364583333333333,0.6715519249076889,1.0950000000000002,0.6637417607774879
Liu2024,6,0,T1,mid,7,2.371560454142485,1.41675895706085,0.7089285714285715,0.3137805396145789,0.8651785714285716,0.3800971613164406
Liu2024,6,0,T1,late,7,1.615958328592184,0.9639208573754418,0.8214285714285714,0.3525395295537213,0.6169642857142856,0.098181812813509
Liu2024,6,0,T2,early,6,3.058136494710149,0.7699536231359492,0.6447916666666667,0.1237129925023596,0.6729166666666666,0.231690646240964
Liu2024,6,0,T2,mid,7,0.920919365341566,0.8976644591353423,0.9553571428571428,0.41045799456963,0.8508928571428572,0.4148933351981407
Liu2024,6,0,T2,late,7,4.65974240229083,17.075287973766322,0.7285714285714286,0.2462182073126292,0.713392857142857,0.2089896125726475
Liu2024,7,0,T1,early,6,1.8194238852323552,3.8848201342306337,0.7864583333333334,0.3041256393563175,0.6552083333333334,0.1471702115937717
Liu2024,7,0,T1,mid,7,1.2821517581272863,3.795980303132867,0.8401785714285713,0.4310086946895145,0.6991071428571428,0.192476476166702
Liu2024,7,0,T1,late,7,1.8432766625158996,2.3140845081984245,0.8866071428571428,0.396165050766697,0.6848214285714286,0.1955377527617161
Liu2024,7,0,T2,early,6,1.799362198024639,2.669105401278436,0.6166666666666667,0.1087132760470812,0.8937499999999999,0.7692156448833665
Liu2024,7,0,T2,mid,7,1.9994059966451645,1.2858364343537383,0.8427083333333333,0.423840585614319,0.6196428571428572,0.1186996402346558
Liu2024,7,0,T2,late,7,9.115015124681644,3.612190436188709,0.8571428571428571,0.3260359274994217,0.6107142857142858,0.0948868149589879
Liu2024,8,0,T1,early,6,3.4029367136083417,1.886549160673145,0.9791666666666669,0.5040934864244484,0.6052083333333333,0.0487361981887066
Liu2024,8,0,T1,mid,7,1.4881277657621803,1.4530887605031289,0.7874999999999999,0.2724311839712921,0.7848214285714284,0.2666311227374721
Liu2024,8,0,T1,late,7,3.804329121912839,1.094391526059654,0.7276785714285714,0.2206387122119113,0.6267857142857143,0.0844304900676362
Liu2024,8,0,T2,early,6,1.2508247865022044,1.4458594415157882,0.6760416666666668,0.1960686750789687,0.803125,0.282445376356208
Liu2024,8,0,T2,mid,7,11.829192762227748,1.4455064180396011,0.6848214285714286,0.1653883802645476,0.5625,0.1034559084827928
Liu2024,8,0,T2,late,7,9.02041714070051,28.972486689822844,0.6446428571428572,0.1273628714359415,0.6258928571428571,0.0709020774860422
Liu2024,9,0,T1,early,6,11.307179377053284,1.1939108815002286,0.6875,0.1831793861219105,0.609375,0.111905256616181
Liu2024,9,0,T1,mid,7,2.9407829942388446,3.2455113652139613,1.210714285714286,0.4415970696673331,0.5973214285714287,0.1309672610593493
Liu2024,9,0,T1,late,7,3.517437236833523,8.557692478847025,0.75625,0.2982650726642806,0.6866071428571427,0.0736810036992062
Liu2024,9,0,T2,early,6,2.927523742705465,2.926287797336377,0.8322916666666668,0.4095446001522775,0.5458333333333333,0.0647176023625377
Liu2024,9,0,T2,mid,7,2.5642505953554657,4.028160871905597,0.963392857142857,0.1737656908199154,0.5625000000000001,0.0791979887912024
Liu2024,9,0,T2,late,7,8.849769824877788,55.77144969549744,0.7607142857142858,0.3769253295835034,0.7258928571428572,0.3213988081458159
Liu2024,10,0,T1,early,6,1.12542929682423,3.269164742410701,0.7125,0.1951895446311951,0.8802083333333334,0.530040494063635
Liu2024,10,0,T1,mid,7,1.5643037425031605,3.78812376004275,0.7857142857142857,0.2254884154678552,0.7366071428571429,0.3167466556690868
Liu2024,10,0,T1,late,7,0.5120401948662592,46.58511082223196,0.6017857142857143,0.0995926012537567,0.6919642857142857,0.0993120468677452
Liu2024,10,0,T2,early,6,0.6072552009997843,0.5765228753370047,0.7708333333333334,0.2344837710565251,0.5968749999999999,0.0697605652093883
Liu2024,10,0,T2,mid,7,15.76759284267942,18.86104766613447,0.8258928571428573,0.3528491901937826,0.9044642857142858,0.5209635891542611
Liu2024,10,0,T2,late,7,34.97578983425311,18.02400226637237,0.7705357142857144,0.2804992815298739,0.6635416666666666,0.1685344559644176
Liu2024,11,0,T1,early,6,1.0296868529409111,3.53110160915202,0.7312500000000001,0.2655085529068068,0.8291666666666667,0.3271894732244436
Liu2024,11,0,T1,mid,7,2.068823044820495,9.628627002208122,0.7107142857142856,0.3856915502558689,0.6839285714285713,0.1478588681748889
Liu2024,11,0,T1,late,7,2.8882781030403613,5.690475181473002,0.6517857142857143,0.1822697387200114,0.7830357142857143,0.1661913929228365
Liu2024,11,0,T2,early,6,83.34371806162987,4.568169792076367,0.6229166666666667,0.1647546576647295,0.9406249999999998,0.6418636399514048
Liu2024,11,0,T2,mid,7,1.1722070373493514,26.56811762691673,0.6553571428571429,0.2749478150857143,0.6866071428571429,0.1051905462501653
Liu2024,11,0,T2,late,7,8.85641044664061,3.4201125269835124,0.7348214285714285,0.2660234856135059,0.6383928571428571,0.126395274065617
Liu2024,12,0,T1,early,6,13.568236490589792,3.256026906744037,0.6145833333333334,0.0721387070549199,0.6260416666666666,0.1580898621477319
Liu2024,12,0,T1,mid,7,6.075695128221459,1.0629063051409349,0.5758928571428571,0.0976526147282565,0.6687500000000001,0.2103356161675227
Liu2024,12,0,T1,late,7,1.9475674896281088,1.2942557489123798,0.8651785714285714,0.5675159015123609,0.6205357142857143,0.0831652215871072
Liu2024,12,0,T2,early,6,23.11392137400235,2.259893264924546,0.5770833333333334,0.0874007373475126,0.8062499999999999,0.5005986000113597
Liu2024,12,0,T2,mid,7,2.7902790721518818,4.614022685405477,0.6991071428571429,0.2015683089259453,0.78125,0.4843514779234875
Liu2024,12,0,T2,late,7,7.922693619442048,3.919555894437848,0.661607142857143,0.1545597351663552,0.6633928571428572,0.13477115902938
Liu2024,13,0,T1,early,6,1.4059687218956027,0.8187637446465263,0.6854166666666667,0.1900749121326174,0.6291666666666665,0.119605834120061
Liu2024,13,0,T1,mid,7,2.6841933624256025,1.4181755154743287,0.5375,0.0448210728500397,0.6114583333333333,0.092872046461187
Liu2024,13,0,T1,late,7,1.7419891775542595,1.2246405428505698,0.7482142857142858,0.2845484025035933,0.6080357142857142,0.088433432245817
Liu2024,13,0,T2,early,6,1.4657636643806615,2.4334359944395048,0.8950000000000001,0.5932089640253256,0.62375,0.1172204120450017
