dataset,subject,session,task,stage,n_trials,imcoh_mu,imcoh_beta,wpli_mu,wpli_beta,imcoh_mu_baseline,imcoh_mu_MI,imcoh_mu_delta,imcoh_beta_baseline,imcoh_beta_MI,imcoh_beta_delta,wpli_mu_baseline,wpli_mu_MI,wpli_mu_delta,wpli_beta_baseline,wpli_beta_MI,wpli_beta_delta
Cho2017,42,0,right_hand,early,33,-0.010123941591318264,-0.04115472773573981,0.11657442693311396,0.3357149723542945,0.027208933609137335,-0.0096380149976214,-0.03684694860675874,0.023993075424459664,-0.05329914847335773,-0.0772922238978174,0.07336120979438293,0.1379655750070604,0.06460436521267746,0.17178768956824533,0.3575758830116882,0.18578819344344286
Cho2017,42,0,right_hand,mid,33,-0.04715425102983133,-0.06959140356072413,0.4311902695698694,0.5142676536812183,-0.10493405053208626,-0.036167807927662984,0.06876624260442328,-0.030425797672385006,-0.07662067441454995,-0.04619487674216494,0.4604783656388859,0.2866003865356356,-0.1738779791032503,0.230329853179633,0.49232095320079994,0.26199110002116693
Cho2017,42,0,right_hand,late,34,-0.044667686676593016,-0.020070847332075255,0.30539282685127056,0.2994654740102027,-0.1273149650188201,-0.02563788964870517,0.10167707537011492,0.011691469931836194,-0.019366832567288304,-0.031058302499124498,0.5684064789160163,0.18121082004158195,-0.3871956588744343,0.2579376413282295,0.32409002425350975,0.06615238292528025
Cho2017,43,0,left_hand,early,33,0.047599256472162184,0.002508733567344323,0.29950689021382987,0.20854254212203244,0.10612298612280706,0.045226429623554325,-0.060896556499252734,0.003713655508552226,0.0032373294340902366,-0.00047632607446198953,0.22555560934423374,0.2735402153778378,0.04798460603360405,0.1861119825117108,0.16973396448212935,-0.016378018029581443
Cho2017,43,0,left_hand,mid,33,0.1108437952881594,0.03849036818265232,0.607039695026997,0.2362691027130611,0.037736194270952296,0.12960626239559975,0.09187006812464746,-0.00804938582968835,0.054062078784481014,0.062111464614169366,0.09337652419839748,0.671328905804464,0.5779523816060665,0.23462148287277643,0.31323903864267827,0.07861755576990184
Cho2017,43,0,left_hand,late,34,0.16143271572592857,0.04806822050559633,0.7882638931890338,0.34431045054864434,0.04708990320468275,0.19732068843690428,0.15023078523222153,0.016066579541799797,0.05073881384482012,0.03467223430302032,0.12552705098486935,0.8415341294726857,0.7160070784878163,0.2272862182413279,0.31769741441359456,0.09041119617226667
Cho2017,43,0,right_hand,early,33,-0.03186786649600716,-0.01993327077891027,0.2380546030945988,0.14092302278322513,-0.007130808036322114,-0.04319965052913008,-0.036068842492807965,-0.024197123048696745,-0.021159374031856765,0.00303774901683998,0.0943185718062304,0.29181627034461044,0.19749769853838003,0.14584600306757403,0.14055816338257998,-0.00528783968499405
Cho2017,43,0,right_hand,mid,33,-0.05824196986506911,-0.0060897629523645755,0.44728360234691944,0.17359437142677872,-0.0761666853606222,-0.06818024811693726,0.007986437243684932,0.042212112281607754,-0.016218700480035375,-0.05843081276164313,0.22223528275379817,0.41396998761838283,0.19173470486458466,0.14936689864720065,0.1905768628512686,0.041209964204067945
Cho2017,43,0,right_hand,late,34,-0.05672904308805348,-0.035249164491460525,0.3838161248209311,0.2926009553660088,0.12843289993080814,-0.08851589220168607,-0.2169487921324942,-0.0241363796412801,-0.03890027352515983,-0.01476389388387973,0.33066476354043084,0.4946911019129679,0.16402633837253705,0.21473115653964647,0.2863663715888713,0.07163521504922482
Cho2017,44,0,left_hand,early,33,-0.08066888269095265,-0.04152885864517182,0.6663024839823889,0.3131281041279725,-0.16406134345863577,-0.08326870427355809,0.08079263918507767,-0.0816307973410884,-0.04054846077438599,0.04108233656670241,0.3734022134705173,0.7540564821383433,0.38065426866782603,0.22060802429071705,0.33942104766652864,0.1188130233758116
Cho2017,44,0,left_hand,mid,33,0.03005303633770338,0.00751826764764047,0.26323669535506006,0.19339300794906772,0.045745020303662495,0.030917522861290566,-0.01482749744237193,0.016275735620665376,0.000900986150742764,-0.015374749469922613,0.27581083724228106,0.15881505442149632,-0.11699578282078474,0.2862332167266932,0.16025691020015578,-0.12597630652653743
Cho2017,44,0,left_hand,late,34,-0.0029574495485008186,0.0058378956745105065,0.07154578330165791,0.1570055528306439,-0.005588952293368456,-0.012423120122012852,-0.0068341678286443965,0.009368034191975292,0.002002512153273717,-0.007365522038701575,0.048786158665194874,0.12462262059567303,0.07583646193047816,0.23104684115388274,0.1036725422076338,-0.12737429894624894
Cho2017,44,0,right_hand,early,33,-0.030443554658683827,-0.04556134568502124,0.20942825143268393,0.33472153358972767,-1.0687302885706643e-05,-0.03174365483369861,-0.03173296753081291,0.006394729197928374,-0.057374120916467077,-0.06376885011439545,0.065366123673644,0.278940767016973,0.213574643343329,0.20623605363543604,0.34044971240231825,0.1342136587668822
Cho2017,44,0,right_hand,mid,33,0.00045534008254689753,-0.023436360211142888,0.15270485859155256,0.24307432655108469,0.10398031670092842,-0.04235315174088003,-0.14633346844180845,-0.013845952774515306,-0.0243126975707192,-0.010466744796203893,0.3984080528004871,0.30626798455566456,-0.09214006824482252,0.2527007614297403,0.2982188175265341,0.045518056096793824
Cho2017,44,0,right_hand,late,34,0.050398252369212276,-0.017031305974053345,0.35600613279095217,0.194218618893383,0.08861479961638578,0.0409754790183077,-0.047639320598078086,0.046433016850818826,-0.03469939676072188,-0.08113241361154071,0.23392534897315828,0.3679067881261435,0.13398143915298524,0.22955564472635842,0.27186705849614257,0.042311413769784145
Cho2017,45,0,left_hand,early,33,-0.03138512190470465,0.010071948542634742,0.2107329516414302,0.28891155247924083,0.10777922330865353,-0.04135605922203189,-0.14913528253068542,-0.007217654056330367,0.011687161761772865,0.018904815818103233,0.23615238496406193,0.2730417318316608,0.03688934686759887,0.2680081743879879,0.2246693808110398,-0.043338793576948115
Cho2017,45,0,left_hand,mid,33,0.03282271114289945,0.002877446596749845,0.2914624028223757,0.29727222728491093,0.10095178102902848,0.01857135467101077,-0.0823804263580177,0.03139456849633723,-0.004406020163644554,-0.035800588659981786,0.26842585001210345,0.20455760433526995,-0.0638682456768335,0.17422595895688328,0.2842556282675547,0.1100296693106714
Cho2017,45,0,left_hand,late,34,0.028208389574246127,0.017695694434536658,0.28525814595257226,0.2339722937503694,0.09586629557077142,0.014997815015860783,-0.08086848055491064,0.05635622605560121,0.006263912162211063,-0.05009231389339015,0.3526965239257728,0.21558580290533205,-0.13711072102044072,0.19107257393801488,0.23504168197309672,0.04396910803508183
Cho2017,45,0,right_hand,early,33,0.0663808298148968,0.08886928742726165,0.470267592456429,0.43318286162369424,0.17666704079933693,0.05513211470435194,-0.12153492609498498,0.28067582310880534,0.03410093208796731,-0.24657489102083804,0.5109016132312121,0.3830284871633384,-0.12787312606787365,0.5894968258627018,0.2550628941960147,-0.3344339316666871
Cho2017,45,0,right_hand,mid,33,-0.006375847599412272,0.09453878155786041,0.06947599418700696,0.43487155274759165,-0.006598409408820189,-0.005498206747348725,0.0011002026614714642,0.034285950884789404,0.10887425156769412,0.07458830068290472,0.1273572397440179,0.07641030212968983,-0.050946937614328086,0.1561301474026575,0.4404426718117982,0.2843125244091407
Cho2017,45,0,right_hand,late,34,0.04327979698489323,0.00677402626509084,0.28099332861112736,0.20111779438291813,0.09870472698486768,0.030255699597296536,-0.06844902738757114,0.06546148899944647,-0.011455375411263074,-0.07691686441070954,0.2708464099424645,0.19562814800827258,-0.07521826193419193,0.2571972263150102,0.20345512699254314,-0.05374209932246704
Cho2017,46,0,left_hand,early,40,-0.05550935219214809,-0.03916345950786357,0.6663668700920822,0.30751768525021184,0.01825321278732114,-0.06442370014498776,-0.0826769129323089,-0.07182454294491863,-0.03357103683466403,0.038253506110254604,0.1833232694520537,0.6822705141438526,0.49894724469179896,0.17928799884020297,0.2842131263349072,0.10492512749470423
Cho2017,46,0,left_hand,mid,40,-0.04871103098635236,0.0013800581713398308,0.6817513175836666,0.11979992500056338,-0.0373526234747946,-0.05126521659287476,-0.013912593118080158,0.02028912515976787,-0.004591180653649603,-0.024880305813417474,0.17844756414931057,0.6724146993329193,0.49396713518360874,0.20275326208383102,0.13290650572619297,-0.06984675635763804
Cho2017,46,0,left_hand,late,40,-0.06518263384621056,-0.03453883811643385,0.7244932101580075,0.28683879309813115,-0.01595202419457178,-0.0690018120964083,-0.05304978790183651,-0.02655753686632009,-0.0412645075480773,-0.014706970681757206,0.1012768620284492,0.7518430337473233,0.6505661717188741,0.3719108221580133,0.3381594650028114,-0.03375135715520189
Cho2017,46,0,right_hand,early,40,-0.05479341892259995,-0.04116459553337911,0.6046604164797574,0.3035046767395689,-0.007807611977897929,-0.06022146331254149,-0.05241385133464356,-0.1003996126581151,-0.03385014212538241,0.06654947053273269,0.060776540393490494,0.6230394669125956,0.5622629265191051,0.2631850288767784,0.2901412649512289,0.026956236074450468
Cho2017,46,0,right_hand,mid,40,-0.028207967648058517,-0.004945614878450218,0.568549185521507,0.253752325660848,0.03942719722346243,-0.03948323502843094,-0.07891043225189337,-0.015871702355160854,-0.0041916320957130155,0.011680070259447839,0.1919143984354886,0.5834513535633106,0.39153695512782194,0.16957765779605286,0.2575409478463351,0.08796329005028222
Cho2017,46,0,right_hand,late,40,-0.04459046038786547,-0.006807037599343248,0.6385220280414591,0.2712353326356929,-0.004580532115320626,-0.049930685331098346,-0.04535015321577772,-0.09272111114895215,0.012372012424155107,0.10509312357310725,0.2503007039381791,0.6302800993370573,0.3799793953988782,0.30220045565567105,0.2617798761520022,-0.04042057950366884
Cho2017,47,0,left_hand,early,33,-0.02662169949091836,-0.07315866477961143,0.2824417316894212,0.30786324385447056,-0.058710101255936245,-0.023488206047565574,0.03522189520837067,-0.13831997133140952,-0.02121278413828596,0.11710718719312356,0.20562734265095228,0.2598420569605813,0.05421471430962904,0.4224114736464176,0.20129220179339394,-0.22111927185302369
Cho2017,47,0,left_hand,mid,33,-0.01805845328343853,-0.011131459401900051,0.2811766421242963,0.17732926539942212,-0.07836358883696569,-0.009107566608852634,0.06925602222811306,0.0019487394102829713,-0.01017485163541227,-0.012123591045695242,0.29004003399578715,0.31450468306474855,0.024464649068961397,0.1936637150968688,0.15655300501042096,-0.03711071008644784
Cho2017,47,0,left_hand,late,34,-0.010330182343882291,-0.02913766794793982,0.16234947727031718,0.2612851587936253,0.0791780787475979,-0.03507043925166475,-0.11424851799926265,-0.027465578658555527,-0.03605034040604865,-0.008584761747493126,0.31631519713854683,0.33773037143810986,0.021415174299563022,0.15416980933186317,0.27094489084310236,0.11677508151123919
Cho2017,47,0,right_hand,early,33,-0.0459822178997359,-0.015278834126885712,0.392173433944226,0.22344773406740973,-0.12098442613740747,-0.01665091362841554,0.10433351250899192,0.011467951805109476,-0.018590428562344156,-0.030058380367453633,0.45705595460631343,0.2831224732952229,-0.17393348131109054,0.2840618356885413,0.1858978023164783,-0.09816403337206303
Cho2017,47,0,right_hand,mid,33,-0.015534531003349868,-0.03579508903255389,0.13077737444022136,0.24957736411913845,-0.0009043519051162869,-0.010639086674463522,-0.009734734769347235,-0.020877171551310206,-0.03970642251161199,-0.01882925096030178,0.09007847964737364,0.11485692137928724,0.024778441731913597,0.1620725144534681,0.25096213197829786,0.08888961752482977
Cho2017,47,0,right_hand,late,34,-0.026161487942330485,-0.00893401234106417,0.27243342585976227,0.2428993275324049,-0.04870637639003668,-0.025852568851063358,0.02285380753897332,-0.03238230068737489,-0.002875044311271865,0.029507256376103023,0.18543548311906632,0.18049264401589202,-0.004942839103174307,0.22553108873573116,0.14026587191935191,-0.08526521681637925
Cho2017,48,0,left_hand,early,33,0.010727292380315206,0.011554217793423884,0.3298031947381008,0.27219901263680646,-0.11682977072599054,0.02310915489907706,0.1399389256250676,-0.03541535601984688,0.018284846535875705,0.05370020255572259,0.2967530067747581,0.31962216790247544,0.022869161127717363,0.2635604295586311,0.2384424608382139,-0.025117968720417216
Cho2017,48,0,left_hand,mid,33,-0.002215530368585423,0.019707516386513975,0.24659516079693272,0.23880014228657306,-0.12759765205994944,0.013378560694168809,0.14097621275411826,0.011289831817776732,0.02216045098936536,0.010870619171588627,0.5163856652702278,0.3251378263759002,-0.19124783889432756,0.17987680959750216,0.2737707331090461,0.09389392351154394
Cho2017,48,0,left_hand,late,34,0.05358969189092003,0.0030859266358317238,0.6795813013653782,0.24555149005356708,0.0015500290472230446,0.052474663394626135,0.05092463434740309,0.011969481526193688,0.006268196145175348,-0.0057012853810183405,0.11166442504743113,0.6399818883680388,0.5283174633206077,0.28179463109549596,0.19629360298299806,-0.0855010281124979
Cho2017,48,0,right_hand,early,33,0.017433284384088147,0.011398208737827539,0.6098720284500456,0.23728442958786988,-0.12013019636019717,0.03498190998705212,0.15511210634724928,0.05652068919708026,-0.0017006054832290896,-0.05822129468030935,0.43567083206631935,0.6398528478437192,0.20418201577739986,0.19027738991416662,0.2316667859985553,0.041389396084388685
Cho2017,48,0,right_hand,mid,33,0.025728256818115296,-0.01729066165952912,0.4829298283918111,0.2736623144561979,-0.11264506312117302,0.045638730046333155,0.15828379316750618,0.02399631940917807,-0.027416374349439516,-0.05141269375861758,0.47437374763604145,0.6165732486668966,0.1421995010308551,0.2029076661602097,0.37225778162841516,0.16935011546820547
Cho2017,48,0,right_hand,late,34,0.04713735220683981,-0.005533346735856925,0.583040049169639,0.21049345580641216,0.0486901169529808,0.050048200073342604,0.0013580831203618068,0.0069910277995260854,-0.008296818521933655,-0.015287846321459742,0.16209173797450616,0.5825177767756876,0.42042603880118146,0.1726879503495794,0.22956582486845298,0.05687787451887358
Cho2017,49,0,left_hand,early,33,-0.044777324524847784,-0.019173789418981686,0.4825110716945559,0.16716715113748343,-0.013188164990143279,-0.048965289500421116,-0.03577712451027784,0.0004624618715763744,-0.02445497298601877,-0.024917434857595143,0.08076932602023967,0.5080532545418229,0.42728392852158326,0.16256168106015925,0.17901630930025444,0.016454628240095193
Cho2017,49,0,left_hand,mid,33,-0.03161789943740406,-0.02409344371251511,0.41853396254955944,0.24006428859074358,0.008717334493443927,-0.044770867994769606,-0.05348820248821353,-0.029895825258082105,-0.023730207215001936,0.006165618043080169,0.13533278747473537,0.3840953887921834,0.24876260131744804,0.1821104323283616,0.23622012368528045,0.05410969135691884
Cho2017,49,0,left_hand,late,34,-0.04813781408047195,-0.01877584425274613,0.4386096319468231,0.17293035582471916,-0.029190220389520752,-0.0718754986636508,-0.042685278274130045,0.013619502277476598,-0.02175775550008833,-0.035377257777564924,0.09078870046175246,0.49840072551073816,0.4076120250489857,0.13886267175259387,0.1640975876613627,0.025234915908768835
Cho2017,49,0,right_hand,early,33,-0.06172669228322317,-0.024300328445987292,0.5297081015124052,0.2311426873310913,-0.03082795434892003,-0.06513510043981331,-0.03430714609089328,-0.03228555895583608,-0.021453198956609344,0.01083235999922674,0.11129482501130555,0.4855556301414113,0.37426080513010573,0.21967400316962418,0.18980836865870476,-0.02986563451091942
Cho2017,49,0,right_hand,mid,33,0.006557005837069837,0.015120698232373476,0.08191792874357023,0.13193864805751668,0.001815475992703388,0.016485276762197437,0.014669800769494049,0.048402110417912904,0.010060879233015272,-0.03834123118489763,0.0069158023399701896,0.12584085169815423,0.11892504935818404,0.18353135296002726,0.11879676518880748,-0.06473458777121978
Cho2017,49,0,right_hand,late,34,0.014465143361152965,-0.003675318890509859,0.24871538034140012,0.19453068228417866,0.02686365116303116,0.003733877594863153,-0.02312977356816801,0.06406888383803218,-0.013361536086785829,-0.077430419924818,0.2618784649559903,0.12831621854090325,-0.13356224641508707,0.22565685379454395,0.19743680696301757,-0.028220046831526374
Cho2017,50,0,left_hand,early,33,-0.0015696654653304162,-0.007790726823489445,0.23303591591837544,0.19649556213552827,-0.11046219357404105,0.06258817757318708,0.17305037114722813,-0.12983425834159412,0.014882605300498116,0.14471686364209224,0.2959672964556131,0.42022173655832884,0.12425444010271575,0.3474257447180904,0.12037676831749652,-0.22704897640059388
Cho2017,50,0,left_hand,mid,33,-0.0024015523362675337,-0.01925830071506682,0.07881377843951459,0.241999527458354,-0.02572640162066741,0.058384362164717624,0.08411076378538504,-0.01699951476293429,-0.024107287917832072,-0.007107773154897783,0.17322465098733703,0.2638891893769622,0.09066453838962518,0.23711831285287907,0.24136876295836,0.0042504501054809185
Cho2017,50,0,left_hand,late,34,0.04718685945607606,0.009205217057867275,0.2999148874623818,0.20512805600922912,-0.011141677597655702,0.06047924848235864,0.07162092608001434,-0.005609654556472816,0.00832626620506065,0.013935920761533466,0.0958470662815471,0.37262029289792536,0.27677322661637827,0.20588518494584085,0.1376128753576534,-0.06827230958818745
Cho2017,50,0,right_hand,early,33,0.02851010142596902,-0.005839718041522858,0.2974006938790754,0.15662486338760745,0.00513849200462466,0.05915493462659053,0.054016442621965866,-0.04808161876010794,-0.0004966985583742886,0.04758492020173365,0.09972774145864124,0.37293599145297657,0.27320824999433535,0.19613087567358242,0.1604596659554151,-0.03567120971816731
Cho2017,50,0,right_hand,mid,33,-0.015149570071293653,-0.013906295339738925,0.33906632990350205,0.16744337322512776,-0.10501310325551434,0.05348122664595786,0.15849432990147222,-0.05039058892223359,-0.00885846730272968,0.04153212161950391,0.3797951459073249,0.5887844271860746,0.20898928127874972,0.1602474420234784,0.17634683821845898,0.016099396194980575
Cho2017,50,0,right_hand,late,34,0.02722810915348058,-0.014037996704182324,0.22129874163917101,0.17060781384636534,-0.1171558099774241,0.07022741653919656,0.18738322651662065,-0.09408854655115288,-0.006172520334659618,0.08791602621649326,0.2952293861929317,0.36690936150685555,0.07167997531392384,0.2576932171133094,0.20581438327593196,-0.05187883383737743
Cho2017,51,0,left_hand,early,33,-0.024114142890197206,-0.01544500322876773,0.21400173955639262,0.15446844027528403,-0.18304585287310562,6.210596767746813e-05,0.1831079588407831,0.018700221224147186,-0.01820350235971273,-0.03690372358385992,0.6087427656318694,0.10709516379945512,-0.5016476018324142,0.19731035294061833,0.1476232234434646,-0.04968712949715373
Cho2017,51,0,left_hand,mid,33,-0.05085272401733611,0.010836886763555983,0.36897151351015967,0.2601144721213424,-0.04370706612293531,-0.05087142658354547,-0.007164360460610163,-0.017041002330325798,0.014922164372886335,0.03196316670321213,0.2011118907919365,0.322187415252901,0.1210755244609645,0.24071982067241715,0.24232708337430692,0.0016072627018897667
Cho2017,51,0,left_hand,late,34,-0.07241074984844606,-0.01970377329438304,0.43180598772737666,0.2940537105418576,-0.05244866487465322,-0.08003264854912508,-0.02758398367447186,-0.009739163624409004,-0.02553232403004782,-0.015793160405638815,0.1832243035942516,0.4260709215360127,0.24284661794176113,0.256293007430674,0.27275047366449284,0.01645746623381883
Cho2017,51,0,right_hand,early,33,-0.0013911433422163343,0.001468819041188969,0.24537084554668598,0.12131608702063411,-0.11376308809704086,0.014209893701934845,0.1279729817989757,0.043253812845652266,-0.00439950395736806,-0.047653316803020325,0.3740886634238551,0.3318648050522422,-0.04222385837161291,0.2403170660921901,0.11272828603658598,-0.12758878005560415
Cho2017,51,0,right_hand,mid,33,-0.01918224475334495,0.003917222779392587,0.13002261237249074,0.22477195919417037,-0.20698133751651565,-0.002941801320877753,0.2040395361956379,-0.06444359594007079,0.01589486113732472,0.08033845707739551,0.6359850698988536,0.13080786786679366,-0.50517720203206,0.19668131426735397,0.25444522052706586,0.057763906259711895
Cho2017,51,0,right_hand,late,34,0.0349945014090584,-0.015243888527192865,0.24280366439495404,0.19420097363016206,0.011302301519931425,0.04151863084974521,0.030216329329813787,-0.09065872123069262,-0.0013986771530873233,0.0892600440776053,0.11392914858986995,0.23154031603362085,0.1176111674437509,0.2552509849546121,0.25566513715947725,0.00041415220486512583
Cho2017,52,0,left_hand,early,33,-0.018203195144546835,-0.03192934667296335,0.18302103010004322,0.25118359567303866,-0.2860622100379965,0.027888238681831403,0.31395044871982786,-0.10672821572450403,-0.024956669225779864,0.08177154649872416,0.586416891690435,0.22375690367181858,-0.36265998801861643,0.2439811276966185,0.19673118208161575,-0.04724994561500276
Cho2017,52,0,left_hand,mid,33,0.024466065379162107,0.010677091981175028,0.21390005858466302,0.128691871345802,-0.042330400225539785,0.04435531200216924,0.08668571222770902,0.02836342739634083,0.007960074603199224,-0.020403352793141604,0.1290765191895678,0.33763629547351165,0.20855977628394384,0.3012808820530804,0.12853608982279321,-0.1727447922302872
Cho2017,52,0,left_hand,late,34,0.04832272172500131,-0.02139264037364744,0.3456493474265969,0.1491072281370113,0.03183694868261608,0.06076796671038509,0.028931018027769012,0.030090855435989248,-0.029637106875088803,-0.05972796231107805,0.1348773090537404,0.4298632266387178,0.2949859175849774,0.20960208012068998,0.211234336398973,0.0016322562782830063
Cho2017,52,0,right_hand,early,33,0.036116883025439916,0.014853479065525643,0.34209878398315297,0.19360540116360864,-0.09650951000386819,0.07384003134747258,0.17034954135134078,0.13771952541935173,-0.004164551824985228,-0.14188407724433696,0.32599723392281477,0.49736324428909967,0.1713660103662849,0.31001062143554503,0.23034072785454218,-0.07966989358100285
Cho2017,52,0,right_hand,mid,33,0.06835396088009482,0.013548060094680516,0.4937643696787274,0.09956714386205044,0.10671118895302142,0.07332568783664985,-0.03338550111637158,0.0052014238381469565,0.013531197041196126,0.00832977320304917,0.271436692101699,0.49819620866472797,0.22675951656302895,0.1829465479729021,0.12499825346256815,-0.05794829451033395
Cho2017,52,0,right_hand,late,34,0.03133376318134769,-0.0014315646310899997,0.2548655286554675,0.18829300635149104,-0.007825506103165097,0.03748459419407812,0.045310100297243215,-0.01081368033375595,-0.0038237696229216117,0.0069899107108343395,0.2608318291251267,0.2770066202769427,0.016174791151816026,0.11234779723032817,0.17511358337990926,0.06276578614958109
BNCI2014_004,1,0train,left_hand,early,20,-0.09282529517370258,-0.03260350270146396,0.43713483568086564,0.2560403458256773,-0.11829416435172621,-0.12072502507786442,-0.002430860726138212,-0.09615118052999808,-0.03018720315418049,0.06596397737581758,0.3143665564080849,0.5214785636152945,0.20711200720720963,0.223607058300075,0.26323748902062594,0.039630430720550947
BNCI2014_004,1,0train,left_hand,mid,20,0.0010865402974987717,0.023739188324799845,0.1881100113502294,0.33460617502689316,0.27162289899938863,-0.10524521093655313,-0.3768681099359418,0.05597716767734616,0.014749106338147796,-0.04122806133919836,0.561294749736307,0.5111191929385008,-0.050175556797806165,0.3086048424105126,0.31278591126440425,0.004181068853891634
BNCI2014_004,1,0train,left_hand,late,20,-0.17661824535464843,-0.032086913042249816,0.7253615395853716,0.2912402484645147,-0.291423860004175,-0.1709060978313403,0.12051776217283466,-0.01244221335498311,-0.03686736842236251,-0.0244251550673794,0.5912084211728219,0.6879134680668408,0.09670504689401893,0.23032756330907583,0.30219251149383036,0.07186494818475453
BNCI2014_004,1,0train,right_hand,early,20,-0.03713169034113703,0.07614795347751707,0.26261803921312926,0.4398946149606035,-0.19862360064960657,-0.0006152372728531699,0.1980083633767534,0.08780134897931519,0.08214358540312121,-0.005657763576193978,0.48893910439198957,0.24299695468695368,-0.2459421497050359,0.2871007745657274,0.4294426362954222,0.14234186172969476
BNCI2014_004,1,0train,right_hand,mid,20,0.07480691488418373,0.052969394145804725,0.397096191607762,0.37624217384136144,0.15708052669623548,0.03983941323554116,-0.11724111346069432,0.027786636956553652,0.06080952519340271,0.033022888236849054,0.30787882554437257,0.29048015785201625,-0.017398667692356318,0.17107822406601136,0.3782397241331205,0.20716150006710915
BNCI2014_004,1,0train,right_hand,late,20,-0.04312498204032809,0.061267121349873666,0.24737626651500647,0.3458767695856142,-0.3483191107230404,0.056634544643128185,0.40495365536616856,0.051193634782556584,0.06619942008648,0.015005785303923415,0.6558605543334947,0.3294109204174446,-0.3264496339160501,0.20946131713177243,0.3426989363542649,0.13323761922249247
BNCI2014_004,1,1train,left_hand,early,20,-0.035831319134568815,-0.051251635738510756,0.18703542523815414,0.33411220624196614,-0.1515784395147417,-0.016517807425599863,0.13506063208914185,-0.06438323373967823,-0.05942656194643941,0.004956671793238825,0.33127751205834466,0.13139382987867868,-0.19988368217966598,0.29242805685089024,0.3565816582945733,0.06415360144368304
BNCI2014_004,1,1train,left_hand,mid,20,0.06309656579965899,0.010677839318464446,0.2935288001219709,0.2204510872763641,0.175251971618523,-0.009414941710103765,-0.18466691332862675,0.04961555054012075,-0.0010966913747065344,-0.05071224191482728,0.4112694557470992,0.09406393595700349,-0.3172055197900957,0.2968657949114283,0.23618010025533068,-0.060685694656097605
BNCI2014_004,1,1train,left_hand,late,20,0.019158757567420057,-0.05069661982497857,0.13083910002775834,0.34742338510860765,0.04091332347774626,-0.002249111787720684,-0.043162435265466946,0.06817973291687254,-0.07254543538890178,-0.1407251683057743,0.3034132699162952,0.07176604526803375,-0.23164722464826143,0.3699719355127788,0.4015877394081395,0.03161580389536073
BNCI2014_004,1,1train,right_hand,early,20,0.04399638925130112,0.03984454823846114,0.27344520761651103,0.24199168749335156,-0.14510252959642406,0.10113579596077492,0.246238325557199,0.03266758364303017,0.04120704291128581,0.00853945926825564,0.4285084609607118,0.5787247855972287,0.1502163246365169,0.31940480015669936,0.2333589261357742,-0.08604587402092517
BNCI2014_004,1,1train,right_hand,mid,20,-0.045662792721518936,0.03449393650087496,0.3001210928661994,0.33796905710754144,-0.12040097503800952,-0.005647508330222183,0.11475346670778734,0.030613481227995693,0.03126851657402099,0.0006550353460252935,0.3088591338762257,0.09171092405462661,-0.2171482098215991,0.24962664580489077,0.29969315184990575,0.050066506045014975
BNCI2014_004,1,1train,right_hand,late,20,-0.009701721242406825,0.05597145612602179,0.21115588022172876,0.3536101229195144,-0.03122435134559181,-0.01072592611376322,0.02049842523182859,0.14485585989848418,0.04769989058612648,-0.0971559693123577,0.09261001337735497,0.17424531468499183,0.08163530130763685,0.3550810399073057,0.2908469265389868,-0.06423411336831891
BNCI2014_004,1,2train,left_hand,early,26,-0.05209030380219097,-0.05476640750099866,0.3943427621491665,0.3548803839525946,-0.16958963865431528,-0.02612978774055574,0.14345985091375954,-0.04042573167633304,-0.05451395025405127,-0.014088218577718234,0.44325097259896684,0.21222727586414486,-0.23102369673482198,0.19975817430697504,0.33161955782735036,0.13186138352037532
BNCI2014_004,1,2train,left_hand,mid,27,-0.011904649413257173,-0.01725646633725651,0.21864681832936902,0.24806281162084567,0.0012412613704506706,-0.012875478606234695,-0.014116739976685366,-0.04228230687973647,-0.017839907837136328,0.024442399042600142,0.28833246797986484,0.24990987831150413,-0.03842258966836071,0.3202391767650554,0.19624258531807112,-0.1239965914469843
BNCI2014_004,1,2train,left_hand,late,27,0.005080765080514647,0.013498983780871235,0.14930898646442906,0.14352835485398374,-0.03124060611752216,0.0045706888389194155,0.03581129495644157,0.08333739785156263,0.0007786669643384173,-0.08255873088722422,0.2158413266563268,0.08555515951270921,-0.13028616714361757,0.2544161737593027,0.14249013109344444,-0.11192604266585826
BNCI2014_004,1,2train,right_hand,early,26,-0.011066437940704187,0.037697717594351886,0.19647467967104862,0.2805168705298054,0.04158452083955759,-0.010550439372070964,-0.052134960211628556,0.07202798489094847,0.036322415988533696,-0.035705568902414775,0.12065554695322263,0.2094287850557187,0.08877323810249609,0.26565954559117105,0.23411463424577736,-0.031544911345393695
BNCI2014_004,1,2train,right_hand,mid,27,-0.03637857110067642,0.013576621839082361,0.2589488002516058,0.19792583546352738,0.0983660176054438,-0.06737021034881081,-0.16573622795425463,0.044762545618566206,0.00047014811789094694,-0.04429239750067526,0.2912850890185246,0.4856022318295342,0.1943171428110096,0.22538603676369867,0.2506104547739893,0.025224418010290628
BNCI2014_004,1,2train,right_hand,late,27,0.004888559713654423,0.0068886127104234186,0.2283166751196647,0.16271051827419206,0.05612477370329298,-0.011972198885960168,-0.06809697258925315,0.026939230349685067,0.003909387015423505,-0.023029843334261564,0.17051441840230042,0.2588372183633875,0.0883227999610871,0.1651554724964399,0.16331067746806205,-0.001844795028377838
